Latitude,Longitude,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21
32.25,77.25,225.81,223.94,222.31,239.75,287.81,254.62,250.19,254.69,240.62,259.69,220.88,235.44,220.44,205.19,230.06,235.94,261.75,267.38,252.31,249.62,230.88,257.31,226.25,219.38,215.69,218.19,224.5,231.56,240.38,261.38,255.06,232.06,224.69,233.62,222.38,206.88,206.12,241.69,249.19,239.44,264.94,259.56,249.94,237.94,243.5,223.75,273.94,222.56,204.88,208.75,208.75,222.19,234.38,256.94,238.06,246.5,242.31,274.69,227.25,197.56,212.44,231.44,212.94,233.25,275.88,237.75,249.56,245.69,233.94,275.06,233,209,216,210.06,209.94,257.31,243.88,256.38,246.31,253.62,223.69,225.69,294.94,217.62,211.88,221.94,243.12,226.5,261.56,264.62,255.62,242.62,253.06,273.31,222.44,212.62,205.25,219.31,226.31,223.06,251,239.06,250.38,261.62,246.81,229.25,216.94,208.25,214.06,215.38,239.19,235.5,236.06,247.38,243.19,253.06,235.88,245.69,211.06,204.69,221.81,204.88,231.44,219.25,272.38,268.69,252.69,256.38,243.06,239.38,251.25,215.81,214.44,212.31,226.25,227.25,238,238.94,250,253.75,238.81,243.88,226.88,219.38,219.31,207.62,212.12,234.88,240.31,259.44,248.88,243.19,247.44,243.44,218.12,216.94,203.56,213.5,210,229.19,236.31,250.62,247.44,247.38,241.62,241.44,226.44,206.62,219.19,209.5,207.25,245.81,237.94,240.88,223.44,247.75,226.69,229.62,215.06,223.44,214.44,209.56,206.81,220.69,256.06,249.62,241.12,235,234.56,246.06,236.44,236.62,202.31,207.81,221.75,227.88,256.88,254.69,249.94,243.06,225.75,244.62,223.44,198.44,231.06,216.44,204.81,232,243.06,247.19,238.81,244.75,225.38,228.94,223.12,223.75,207.44,207.69,201.19,233.56,236.5,246.19,245.81,239.44,256.06,217.12,192.06,172.5,208.5,169,189.19,218.62,235.44,243.25,245.38,246.19,221.94,211.88,204.31,204.31,201.31,222.12,229.62,221.44,244.56,238.56,237.25,232.88,243.62,218.56,222.69,184.88
32.25,77.5,225.81,223.94,222.31,239.75,287.81,254.62,250.19,254.69,240.62,259.69,220.88,235.44,220.44,205.19,230.06,235.94,261.75,267.38,252.31,249.62,230.88,257.31,226.25,219.38,215.69,218.19,224.5,231.56,240.38,261.38,255.06,232.06,224.69,233.62,222.38,206.88,206.12,241.69,249.19,239.44,264.94,259.56,249.94,237.94,243.5,223.75,273.94,222.56,204.88,208.75,208.75,222.19,234.38,256.94,238.06,246.5,242.31,274.69,227.25,197.56,212.44,231.44,212.94,233.25,275.88,237.75,249.56,245.69,233.94,275.06,233,209,216,210.06,209.94,257.31,243.88,256.38,246.31,253.62,223.69,225.69,294.94,217.62,211.88,221.94,243.12,226.5,261.56,264.62,255.62,242.62,253.06,273.31,222.44,212.62,205.25,219.31,226.31,223.06,251,239.06,250.38,261.62,246.81,229.25,216.94,208.25,214.06,215.38,239.19,235.5,236.06,247.38,243.19,253.06,235.88,245.69,211.06,204.69,221.81,204.88,231.44,219.25,272.38,268.69,252.69,256.38,243.06,239.38,251.25,215.81,214.44,212.31,226.25,227.25,238,238.94,250,253.75,238.81,243.88,226.88,219.38,219.31,207.62,212.12,234.88,240.31,259.44,248.88,243.19,247.44,243.44,218.12,216.94,203.56,213.5,210,229.19,236.31,250.62,247.44,247.38,241.62,241.44,226.44,206.62,219.19,209.5,207.25,245.81,237.94,240.88,223.44,247.75,226.69,229.62,215.06,223.44,214.44,209.56,206.81,220.69,256.06,249.62,241.12,235,234.56,246.06,236.44,236.62,202.31,207.81,221.75,227.88,256.88,254.69,249.94,243.06,225.75,244.62,223.44,198.44,231.06,216.44,204.81,232,243.06,247.19,238.81,244.75,225.38,228.94,223.12,223.75,207.44,207.69,201.19,233.56,236.5,246.19,245.81,239.44,256.06,217.12,192.06,172.5,208.5,169,189.19,218.62,235.44,243.25,245.38,246.19,221.94,211.88,204.31,204.31,201.31,222.12,229.62,221.44,244.56,238.56,237.25,232.88,243.62,218.56,222.69,184.88
32.25,77.75,225.81,223.94,222.31,239.75,287.81,254.62,250.19,254.69,240.62,259.69,220.88,235.44,220.44,205.19,230.06,235.94,261.75,267.38,252.31,249.62,230.88,257.31,226.25,219.38,215.69,218.19,224.5,231.56,240.38,261.38,255.06,232.06,224.69,233.62,222.38,206.88,206.12,241.69,249.19,239.44,264.94,259.56,249.94,237.94,243.5,223.75,273.94,222.56,204.88,208.75,208.75,222.19,234.38,256.94,238.06,246.5,242.31,274.69,227.25,197.56,212.44,231.44,212.94,233.25,275.88,237.75,249.56,245.69,233.94,275.06,233,209,216,210.06,209.94,257.31,243.88,256.38,246.31,253.62,223.69,225.69,294.94,217.62,211.88,221.94,243.12,226.5,261.56,264.62,255.62,242.62,253.06,273.31,222.44,212.62,205.25,219.31,226.31,223.06,251,239.06,250.38,261.62,246.81,229.25,216.94,208.25,214.06,215.38,239.19,235.5,236.06,247.38,243.19,253.06,235.88,245.69,211.06,204.69,221.81,204.88,231.44,219.25,272.38,268.69,252.69,256.38,243.06,239.38,251.25,215.81,214.44,212.31,226.25,227.25,238,238.94,250,253.75,238.81,243.88,226.88,219.38,219.31,207.62,212.12,234.88,240.31,259.44,248.88,243.19,247.44,243.44,218.12,216.94,203.56,213.5,210,229.19,236.31,250.62,247.44,247.38,241.62,241.44,226.44,206.62,219.19,209.5,207.25,245.81,237.94,240.88,223.44,247.75,226.69,229.62,215.06,223.44,214.44,209.56,206.81,220.69,256.06,249.62,241.12,235,234.56,246.06,236.44,236.62,202.31,207.81,221.75,227.88,256.88,254.69,249.94,243.06,225.75,244.62,223.44,198.44,231.06,216.44,204.81,232,243.06,247.19,238.81,244.75,225.38,228.94,223.12,223.75,207.44,207.69,201.19,233.56,236.5,246.19,245.81,239.44,256.06,217.12,192.06,172.5,208.5,169,189.19,218.62,235.44,243.25,245.38,246.19,221.94,211.88,204.31,204.31,201.31,222.12,229.62,221.44,244.56,238.56,237.25,232.88,243.62,218.56,222.69,184.88
32.25,78,237.88,235.62,233.25,246.06,286.19,252.94,249,251.12,237.56,257.75,238.38,246.56,235.94,218.88,245.56,244.62,266.69,267.25,246.44,247.06,229.5,251.5,239.56,235.44,232.69,233.5,238.38,239.62,246.5,259.62,252.62,230.69,227.81,236.81,235.81,228.56,230.06,254.31,253.12,247.5,265.81,260.38,245.5,236.62,238.12,228.31,262.44,237.5,220,218,232.31,227.81,240.31,254.56,238,243.56,237.38,259.69,238.19,221.5,221.62,242.56,229.69,241.69,276.5,236.56,246.12,244.81,233.25,265.75,238.44,225.12,233.12,228.19,233.12,250.19,246.12,259.62,246.19,250.69,223.88,233.25,270.62,227.81,221.19,237.06,251.5,234.75,262.06,262.88,251.38,242.31,244.62,263.44,238.88,233.94,217.25,232.25,238.88,231.12,257.88,239.44,248.44,257.69,246,234.12,231.06,228.25,235.5,228,248.75,242.75,244.44,248.31,243.81,251.56,235.88,248.38,233.75,230.06,241.81,216.19,241,224.88,274.31,266.12,249.88,253.81,244.62,244.12,256.31,231.44,225.44,221.25,235.5,236.12,243.19,237.88,250.75,252.62,237.81,246.44,234.94,229.56,232.19,217.25,230.94,237.56,244.88,258.94,247.06,241.56,245.62,243.19,231.88,230.38,220.94,219.06,221.5,237,240.44,251.62,244.75,246.06,243.5,243.12,235.56,223.38,233.62,224.88,220.81,258.12,245.44,241.25,211.5,249.69,230.19,239.12,227.44,240.69,246.56,229.38,224.44,233.5,268.88,255.94,243.75,237.75,240.5,249.81,243.25,246.88,213.31,222.12,236.81,242.44,269.62,262,256.06,246.94,231,250.06,237.12,213.38,243.44,231.94,246.5,245.06,249.56,251.31,243.56,247.56,231.06,237.25,242.5,246.81,224.88,218.31,224.75,252.06,243.31,249.88,251.88,239.94,258.94,230.94,212.81,242.31,224.31,256.81,213.69,246.38,249,249.5,249.62,253.81,231.62,225.25,225.75,222.69,226.25,250.12,244.62,240.19,252.88,241,244.12,237.06,250.38,233.69,241.69,228.25
32.25,78.25,237.88,235.62,233.25,246.06,286.19,252.94,249,251.12,237.56,257.75,238.38,246.56,235.94,218.88,245.56,244.62,266.69,267.25,246.44,247.06,229.5,251.5,239.56,235.44,232.69,233.5,238.38,239.62,246.5,259.62,252.62,230.69,227.81,236.81,235.81,228.56,230.06,254.31,253.12,247.5,265.81,260.38,245.5,236.62,238.12,228.31,262.44,237.5,220,218,232.31,227.81,240.31,254.56,238,243.56,237.38,259.69,238.19,221.5,221.62,242.56,229.69,241.69,276.5,236.56,246.12,244.81,233.25,265.75,238.44,225.12,233.12,228.19,233.12,250.19,246.12,259.62,246.19,250.69,223.88,233.25,270.62,227.81,221.19,237.06,251.5,234.75,262.06,262.88,251.38,242.31,244.62,263.44,238.88,233.94,217.25,232.25,238.88,231.12,257.88,239.44,248.44,257.69,246,234.12,231.06,228.25,235.5,228,248.75,242.75,244.44,248.31,243.81,251.56,235.88,248.38,233.75,230.06,241.81,216.19,241,224.88,274.31,266.12,249.88,253.81,244.62,244.12,256.31,231.44,225.44,221.25,235.5,236.12,243.19,237.88,250.75,252.62,237.81,246.44,234.94,229.56,232.19,217.25,230.94,237.56,244.88,258.94,247.06,241.56,245.62,243.19,231.88,230.38,220.94,219.06,221.5,237,240.44,251.62,244.75,246.06,243.5,243.12,235.56,223.38,233.62,224.88,220.81,258.12,245.44,241.25,211.5,249.69,230.19,239.12,227.44,240.69,246.56,229.38,224.44,233.5,268.88,255.94,243.75,237.75,240.5,249.81,243.25,246.88,213.31,222.12,236.81,242.44,269.62,262,256.06,246.94,231,250.06,237.12,213.38,243.44,231.94,246.5,245.06,249.56,251.31,243.56,247.56,231.06,237.25,242.5,246.81,224.88,218.31,224.75,252.06,243.31,249.88,251.88,239.94,258.94,230.94,212.81,242.31,224.31,256.81,213.69,246.38,249,249.5,249.62,253.81,231.62,225.25,225.75,222.69,226.25,250.12,244.62,240.19,252.88,241,244.12,237.06,250.38,233.69,241.69,228.25
32.5,74.75,313.25,350.31,16.56,22.56,133.75,177.69,175.75,161.56,317,4.31,58.12,355.81,57.25,33.75,16.19,329.69,299.31,289.81,271.12,174.25,45.44,29.06,324.31,347.44,315.19,58.44,12.06,34.31,325.5,265.94,187.69,132.69,75,358.5,30.81,3.88,20.5,354,330.19,37.38,296.69,233.56,248.69,156.44,260.56,39.38,1.31,334.94,340.5,76.56,15.56,333,330.69,251.31,209.69,270.5,245.38,23.25,341.75,344.88,358.56,347.81,352.44,342.38,232.88,251.25,190,142.19,325.81,351.31,347,4.56,328.75,60,8.69,340.5,345.38,259,249.88,244.12,2.62,334.88,356.81,328.25,351.56,359.69,339.25,325.19,263.88,197.25,205.69,171.75,270.5,343.81,351.31,337.56,355.38,342,349,319.5,306.62,281.12,240.25,246.5,197.62,322.56,353.5,334.56,311.25,25.69,342.19,327.75,316.38,302.5,188.56,175.69,302.94,1.12,336.75,7.06,328.31,47.25,356.31,27.94,273.75,184.62,209.88,187.88,228.5,340.31,330.88,14.62,22.81,341.56,351.19,342.88,321.56,283.19,237.06,228.12,278.56,297.38,308,319.12,318.94,61.56,319.06,305.81,291.25,245.19,224.56,162.19,191.88,314.94,327.81,323.06,323.25,294.06,317.25,301.38,282.19,275.06,223.44,261.94,230.19,299,314.62,308.81,296.81,22.25,357.94,336.88,305.25,269.81,218.38,232.25,267.81,343.38,331.75,314,320.5,293.69,331.75,305.12,281.62,245.75,210.5,210.06,267.38,305.75,316.25,315.19,32.38,327.88,312.75,317.25,293.19,247.19,206.56,242.75,288.5,321.94,329.88,337.94,330.94,331.31,328.38,324.12,317.5,256.75,238.31,245.38,30.38,46.06,25,349.75,39.69,91.81,8.12,348.44,315.12,272,184.19,183.69,185,26.31,45.06,5.12,34,25.81,89.12,357.19,24.06,213.38,215.94,209.62,268.25,327.94,20.25,345.62,16.25,336.81,342.31,329.38,329.12,260.62,224.81,241.19,208.94,0.69,335.25,321.62
32.5,75,313.25,350.31,16.56,22.56,133.75,177.69,175.75,161.56,317,4.31,58.12,355.81,57.25,33.75,16.19,329.69,299.31,289.81,271.12,174.25,45.44,29.06,324.31,347.44,315.19,58.44,12.06,34.31,325.5,265.94,187.69,132.69,75,358.5,30.81,3.88,20.5,354,330.19,37.38,296.69,233.56,248.69,156.44,260.56,39.38,1.31,334.94,340.5,76.56,15.56,333,330.69,251.31,209.69,270.5,245.38,23.25,341.75,344.88,358.56,347.81,352.44,342.38,232.88,251.25,190,142.19,325.81,351.31,347,4.56,328.75,60,8.69,340.5,345.38,259,249.88,244.12,2.62,334.88,356.81,328.25,351.56,359.69,339.25,325.19,263.88,197.25,205.69,171.75,270.5,343.81,351.31,337.56,355.38,342,349,319.5,306.62,281.12,240.25,246.5,197.62,322.56,353.5,334.56,311.25,25.69,342.19,327.75,316.38,302.5,188.56,175.69,302.94,1.12,336.75,7.06,328.31,47.25,356.31,27.94,273.75,184.62,209.88,187.88,228.5,340.31,330.88,14.62,22.81,341.56,351.19,342.88,321.56,283.19,237.06,228.12,278.56,297.38,308,319.12,318.94,61.56,319.06,305.81,291.25,245.19,224.56,162.19,191.88,314.94,327.81,323.06,323.25,294.06,317.25,301.38,282.19,275.06,223.44,261.94,230.19,299,314.62,308.81,296.81,22.25,357.94,336.88,305.25,269.81,218.38,232.25,267.81,343.38,331.75,314,320.5,293.69,331.75,305.12,281.62,245.75,210.5,210.06,267.38,305.75,316.25,315.19,32.38,327.88,312.75,317.25,293.19,247.19,206.56,242.75,288.5,321.94,329.88,337.94,330.94,331.31,328.38,324.12,317.5,256.75,238.31,245.38,30.38,46.06,25,349.75,39.69,91.81,8.12,348.44,315.12,272,184.19,183.69,185,26.31,45.06,5.12,34,25.81,89.12,357.19,24.06,213.38,215.94,209.62,268.25,327.94,20.25,345.62,16.25,336.81,342.31,329.38,329.12,260.62,224.81,241.19,208.94,0.69,335.25,321.62
32.5,75.25,313.25,350.31,16.56,22.56,133.75,177.69,175.75,161.56,317,4.31,58.12,355.81,57.25,33.75,16.19,329.69,299.31,289.81,271.12,174.25,45.44,29.06,324.31,347.44,315.19,58.44,12.06,34.31,325.5,265.94,187.69,132.69,75,358.5,30.81,3.88,20.5,354,330.19,37.38,296.69,233.56,248.69,156.44,260.56,39.38,1.31,334.94,340.5,76.56,15.56,333,330.69,251.31,209.69,270.5,245.38,23.25,341.75,344.88,358.56,347.81,352.44,342.38,232.88,251.25,190,142.19,325.81,351.31,347,4.56,328.75,60,8.69,340.5,345.38,259,249.88,244.12,2.62,334.88,356.81,328.25,351.56,359.69,339.25,325.19,263.88,197.25,205.69,171.75,270.5,343.81,351.31,337.56,355.38,342,349,319.5,306.62,281.12,240.25,246.5,197.62,322.56,353.5,334.56,311.25,25.69,342.19,327.75,316.38,302.5,188.56,175.69,302.94,1.12,336.75,7.06,328.31,47.25,356.31,27.94,273.75,184.62,209.88,187.88,228.5,340.31,330.88,14.62,22.81,341.56,351.19,342.88,321.56,283.19,237.06,228.12,278.56,297.38,308,319.12,318.94,61.56,319.06,305.81,291.25,245.19,224.56,162.19,191.88,314.94,327.81,323.06,323.25,294.06,317.25,301.38,282.19,275.06,223.44,261.94,230.19,299,314.62,308.81,296.81,22.25,357.94,336.88,305.25,269.81,218.38,232.25,267.81,343.38,331.75,314,320.5,293.69,331.75,305.12,281.62,245.75,210.5,210.06,267.38,305.75,316.25,315.19,32.38,327.88,312.75,317.25,293.19,247.19,206.56,242.75,288.5,321.94,329.88,337.94,330.94,331.31,328.38,324.12,317.5,256.75,238.31,245.38,30.38,46.06,25,349.75,39.69,91.81,8.12,348.44,315.12,272,184.19,183.69,185,26.31,45.06,5.12,34,25.81,89.12,357.19,24.06,213.38,215.94,209.62,268.25,327.94,20.25,345.62,16.25,336.81,342.31,329.38,329.12,260.62,224.81,241.19,208.94,0.69,335.25,321.62
32.5,75.5,319.31,0.5,16.62,23.75,262.19,229.94,231.44,240.19,303.5,344.94,53.69,1.69,41.94,108.12,8.12,304.44,282.25,274.5,270.81,240.94,291.25,2,332.19,356.5,325.56,71.94,53.5,43.06,288.06,265.75,225.25,232.44,261.94,345.62,44.88,30.75,35.56,6.88,330.19,38.44,285.44,252.88,266,230.12,277.31,22.81,349.44,354.88,23.56,113.75,49.19,181.5,296.12,258.19,237.25,270.12,260.06,342.5,348.25,6,57.56,354.31,20.75,329.06,249.38,251.81,232,238.12,294.69,339.62,356.5,42.81,349.94,72,55.62,325,282.81,254.88,253.81,259.62,273.62,326.25,347.88,344.81,49.69,15.69,329.44,304.69,260.5,239.44,248.31,240.94,294,331.19,350.81,8.06,60.38,6.12,349.25,300.75,284.75,268.5,250.69,258.88,270.94,311.69,356.12,344.62,323.69,81.06,334.31,313.31,280.12,281.69,235.38,225.06,273.88,341.25,337.19,23.69,6.69,80.38,10.44,85.81,270.19,236,240.56,239.94,258.38,327.88,333.25,37.88,72.69,95.31,2.25,323.12,298.19,271.12,244.06,237.5,266.94,288.62,314.38,357.94,342.69,124.75,322.69,286.94,273.69,251.12,239.19,213,252.81,302.31,333.56,331.56,348,193.12,246.5,287.12,266.31,268.38,239.88,261.69,259,296.44,322.88,327.44,291.75,53.75,68.56,306.69,290.38,264.44,239,250.12,269.31,330.12,325.81,340.38,332.25,251,11.56,290.81,275.56,251.12,236.06,243.06,280.44,314.38,334.12,337.62,72.25,359.56,314.75,304.31,284.75,254.5,240.31,256.81,280.56,320.06,336.5,22.75,336.44,349.38,323.56,291.5,301.81,256.44,244.69,257.31,279.06,5.81,37.56,359.25,65.44,114.31,100.88,346,307.69,268,222.25,235.94,259.94,344.19,58.81,26.88,67.62,25.12,108.69,23.88,30.81,224.94,241.25,236.31,272.69,316.81,46.81,45.44,58.5,343.19,346.69,323.44,313.81,271.5,245.44,261.5,246.88,327.38,338.06,339.88
32.5,75.75,319.31,0.5,16.62,23.75,262.19,229.94,231.44,240.19,303.5,344.94,53.69,1.69,41.94,108.12,8.12,304.44,282.25,274.5,270.81,240.94,291.25,2,332.19,356.5,325.56,71.94,53.5,43.06,288.06,265.75,225.25,232.44,261.94,345.62,44.88,30.75,35.56,6.88,330.19,38.44,285.44,252.88,266,230.12,277.31,22.81,349.44,354.88,23.56,113.75,49.19,181.5,296.12,258.19,237.25,270.12,260.06,342.5,348.25,6,57.56,354.31,20.75,329.06,249.38,251.81,232,238.12,294.69,339.62,356.5,42.81,349.94,72,55.62,325,282.81,254.88,253.81,259.62,273.62,326.25,347.88,344.81,49.69,15.69,329.44,304.69,260.5,239.44,248.31,240.94,294,331.19,350.81,8.06,60.38,6.12,349.25,300.75,284.75,268.5,250.69,258.88,270.94,311.69,356.12,344.62,323.69,81.06,334.31,313.31,280.12,281.69,235.38,225.06,273.88,341.25,337.19,23.69,6.69,80.38,10.44,85.81,270.19,236,240.56,239.94,258.38,327.88,333.25,37.88,72.69,95.31,2.25,323.12,298.19,271.12,244.06,237.5,266.94,288.62,314.38,357.94,342.69,124.75,322.69,286.94,273.69,251.12,239.19,213,252.81,302.31,333.56,331.56,348,193.12,246.5,287.12,266.31,268.38,239.88,261.69,259,296.44,322.88,327.44,291.75,53.75,68.56,306.69,290.38,264.44,239,250.12,269.31,330.12,325.81,340.38,332.25,251,11.56,290.81,275.56,251.12,236.06,243.06,280.44,314.38,334.12,337.62,72.25,359.56,314.75,304.31,284.75,254.5,240.31,256.81,280.56,320.06,336.5,22.75,336.44,349.38,323.56,291.5,301.81,256.44,244.69,257.31,279.06,5.81,37.56,359.25,65.44,114.31,100.88,346,307.69,268,222.25,235.94,259.94,344.19,58.81,26.88,67.62,25.12,108.69,23.88,30.81,224.94,241.25,236.31,272.69,316.81,46.81,45.44,58.5,343.19,346.69,323.44,313.81,271.5,245.44,261.5,246.88,327.38,338.06,339.88
32.5,76,144.62,174.38,222.06,230.81,267.62,244.06,238.12,245,263.88,283.94,112.81,66.44,149.25,149.88,228.88,230.38,267.25,262.06,260.56,246.38,243.81,281,348.94,104.25,84.44,114.44,133.62,196.56,252.94,263.75,235.62,237.06,235.75,256.44,120.19,99.75,99.44,54.94,319,239.12,271.31,256.88,257.12,240.44,258.38,211.44,325.38,103.44,131.81,141.19,119.88,177.06,246.56,262.38,239,255.88,250.94,276.25,146.94,94.75,115.44,145.19,157.88,252.38,259.81,247,238.25,238.12,253.44,288,102.56,100.19,102.88,114.88,99.81,267.75,262.44,252.44,244.88,247.62,241.12,275.56,348.5,126.69,116,91.19,266.25,230.12,259.25,249.75,247.38,240.12,267.56,305.88,38.56,63.44,119.75,113.38,160.44,229.31,263.81,255.5,246.88,251.19,257.12,261,134.69,107.5,79.81,136.88,262.06,258.69,237,260.56,242.19,236.81,244.06,283.62,110,101.62,66.5,114,167.25,202.12,268.19,252.69,245,242,241.12,282.38,352.75,105.75,114.19,142.06,184.38,223.81,257.06,258.19,246.69,240.38,250.31,255.62,229,134.94,119.62,154.25,220.94,239.31,249.81,251.62,245.12,231.38,246.56,261.25,166.88,167.19,113.5,175.94,182.62,237.5,246.81,261,241.94,252.12,247.88,257.31,282.12,138.94,191.38,134,150.62,251.19,256.31,262.69,241.38,249,254.44,252.31,182.06,76.12,133.31,162.94,155.88,232.12,270.12,258.12,243.56,240.88,259.94,286.81,306.12,12.38,117.69,114.19,237.31,240.31,269.5,255.88,242.62,249.25,257.06,285.44,174,103.12,78.31,125.81,211.88,230.88,269.44,257.38,240.44,250.81,250.81,250.25,76.62,63,90.81,134.75,126.94,304.44,262.75,262.56,238.06,242,258.5,254.44,95.44,65.75,95.12,63.12,128.06,164.38,262.94,253.5,250.25,241.69,249.31,189.38,84.62,104.81,93.19,76.12,239.94,207.88,277.25,267.31,248.56,250.88,241.75,209.12,15.75,93.06
32.5,76.25,144.62,174.38,222.06,230.81,267.62,244.06,238.12,245,263.88,283.94,112.81,66.44,149.25,149.88,228.88,230.38,267.25,262.06,260.56,246.38,243.81,281,348.94,104.25,84.44,114.44,133.62,196.56,252.94,263.75,235.62,237.06,235.75,256.44,120.19,99.75,99.44,54.94,319,239.12,271.31,256.88,257.12,240.44,258.38,211.44,325.38,103.44,131.81,141.19,119.88,177.06,246.56,262.38,239,255.88,250.94,276.25,146.94,94.75,115.44,145.19,157.88,252.38,259.81,247,238.25,238.12,253.44,288,102.56,100.19,102.88,114.88,99.81,267.75,262.44,252.44,244.88,247.62,241.12,275.56,348.5,126.69,116,91.19,266.25,230.12,259.25,249.75,247.38,240.12,267.56,305.88,38.56,63.44,119.75,113.38,160.44,229.31,263.81,255.5,246.88,251.19,257.12,261,134.69,107.5,79.81,136.88,262.06,258.69,237,260.56,242.19,236.81,244.06,283.62,110,101.62,66.5,114,167.25,202.12,268.19,252.69,245,242,241.12,282.38,352.75,105.75,114.19,142.06,184.38,223.81,257.06,258.19,246.69,240.38,250.31,255.62,229,134.94,119.62,154.25,220.94,239.31,249.81,251.62,245.12,231.38,246.56,261.25,166.88,167.19,113.5,175.94,182.62,237.5,246.81,261,241.94,252.12,247.88,257.31,282.12,138.94,191.38,134,150.62,251.19,256.31,262.69,241.38,249,254.44,252.31,182.06,76.12,133.31,162.94,155.88,232.12,270.12,258.12,243.56,240.88,259.94,286.81,306.12,12.38,117.69,114.19,237.31,240.31,269.5,255.88,242.62,249.25,257.06,285.44,174,103.12,78.31,125.81,211.88,230.88,269.44,257.38,240.44,250.81,250.81,250.25,76.62,63,90.81,134.75,126.94,304.44,262.75,262.56,238.06,242,258.5,254.44,95.44,65.75,95.12,63.12,128.06,164.38,262.94,253.5,250.25,241.69,249.31,189.38,84.62,104.81,93.19,76.12,239.94,207.88,277.25,267.31,248.56,250.88,241.75,209.12,15.75,93.06
